movie_id,genres_id
658,16
658,13
658,4
659,0
659,1
659,13
659,14
660,7
660,16
661,0
661,18
662,7
662,13
662,10
663,7
663,10
663,15
664,0
664,7
664,16
664,4
665,16
665,13
665,11
665,4
665,12
666,7
666,15
667,1
667,6
667,7
667,8
667,2
668,0
668,13
668,2
668,18
669,7
669,10
670,7
670,13
670,8
671,16
671,13
671,2
671,11
672,0
672,1
672,7
673,1
673,6
673,7
673,8
673,3
674,16
674,13
674,11
674,4
675,0
675,11
675,4
676,0
676,1
676,4
677,13
677,11
677,4
678,7
678,13
678,3
679,1
679,6
679,19
679,13
679,8
679,2
679,9
680,7
680,8
681,0
681,7
681,16
681,13
681,4
682,0
682,7
682,8
682,2
683,0
683,16
683,4
684,7
684,10
685,1
685,6
685,7
685,8
686,7
687,0
687,13
687,15
688,1
688,7
688,8
689,0
689,3
689,4
690,13
690,10
691,7
691,13
691,2
691,10
692,0
692,7
692,16
692,4
693,13
693,15
694,13
694,10
694,12
695,16
695,13
695,4
696,0
696,1
696,2
696,4
697,0
697,13
697,4
698,0
698,3
698,4
699,5
699,20
700,13
700,4
701,0
701,1
701,7
701,16
702,6
702,8
702,2
703,3
703,4
704,0
704,16
704,13
704,4
705,7
705,8
705,2
706,7
706,16
707,7
707,8
708,0
708,2
708,17
708,3
709,13
710,1
710,6
710,7
710,8
710,2
711,0
711,1
711,16
711,4
712,0
712,11
712,3
712,4
713,13
713,10
714,1
714,6
714,7
714,8
714,2
715,7
715,10
716,0
716,7
716,3
717,0
717,4
718,0
718,13
718,4
719,19
719,7
719,13
720,0
720,16
720,13
720,4
721,0
721,17
721,3
722,0
722,16
722,13
722,11
722,4
723,1
723,6
723,7
723,8
723,2
724,7
724,13
724,2
724,10
725,0
725,1
725,6
725,7
725,8
725,2
726,0
726,7
726,16
727,0
727,1
727,2
727,3
727,4
728,0
728,16
728,13
728,4
729,1
729,7
730,19
730,13
730,14
730,15
731,16
731,13
731,11
731,4
732,7
732,16
732,10
732,4
733,7
733,8
733,3
734,0
734,16
734,4
735,1
735,6
735,7
735,8
735,3
736,0
736,1
736,3
736,4
737,7
737,16
737,10
738,13
738,15
739,16
739,13
739,11
739,4
740,17
740,11
740,3
740,4
741,7
741,16
742,0
742,16
742,13
742,11
742,4
743,19
743,13
743,20
744,13
744,2
744,15
745,1
745,7
745,13
745,20
746,6
746,7
746,8
746,2
747,0
747,1
747,16
747,4
748,0
748,2
748,17
748,3
748,4
749,1
749,6
749,7
749,13
749,8
749,2
749,10
750,17
750,3
750,4
751,0
751,1
751,3
752,13
752,2
752,11
752,10
752,4
753,16
753,13
753,11
753,4
754,0
754,1
754,13
754,14
754,10
754,18
755,0
755,13
755,4
756,17
756,3
756,4
757,13
757,2
757,11
757,10
758,2
758,17
758,11
758,10
759,1
759,7
759,8
759,10
759,3
760,13
760,17
760,4
761,7
761,13
762,1
762,8
762,2
763,0
763,16
763,2
763,4
764,0
764,7
764,11
764,10
765,0
765,1
765,2
765,4
766,1
766,13
766,10
766,18
767,0
767,1
767,2
768,0
768,13
768,18
769,0
769,1
769,7
769,10
769,3
770,7
770,13
771,0
771,19
771,13
771,14
771,4
771,18
772,7
772,8
772,2
773,7
773,2
773,10
774,7
774,8
774,10
774,3
775,0
775,1
775,4
775,18
776,7
776,13
776,10
776,15
777,7
777,12
778,7
778,13
778,10
779,7
780,0
780,1
780,17
780,3
781,0
781,1
781,13
781,14
781,18
782,7
782,10
783,13
783,11
783,4
784,7
785,0
785,1
785,2
786,0
786,7
786,16
786,13
787,0
787,2
787,4
788,13
788,20
788,10
788,18
789,7
789,10
790,0
790,7
790,13
790,8
790,4
791,0
791,16
792,7
792,13
793,6
793,7
793,8
793,2
793,20
794,7
795,1
795,6
795,13
795,8
795,14
795,9
795,10
796,0
796,1
796,13
796,10
796,3
797,7
797,10
797,3
798,7
798,10
799,0
799,1
799,7
799,8
799,10
800,7
800,10
801,19
801,13
801,4
802,7
802,16
802,10
802,4
803,7
803,8
803,2
804,0
804,16
804,4
805,7
805,13
805,10
806,0
806,13
806,4
806,18
807,19
807,13
808,13
808,11
808,4
809,13
809,4
810,13
810,2
810,10
811,0
812,7
813,0
813,1
813,13
813,3
814,0
814,16
814,13
814,4
815,0
815,7
815,16
815,4
816,7
816,2
816,17
817,0
817,1
817,7
817,12
818,0
818,1
818,4
819,7
819,8
819,2
820,0
820,1
820,2
821,1
821,6
821,7
821,8
822,0
822,17
822,3
823,19
823,13
823,14
823,9
824,0
824,1
824,16
824,4
825,1
825,13
825,17
825,4
826,6
826,7
826,8
826,2
827,0
827,16
827,13
827,4
828,13
828,4
829,7
830,7
830,15
831,1
831,6
831,7
831,8
832,16
832,13
832,11
832,4
833,0
833,13
833,3
833,4
834,0
834,13
834,15
834,4
835,13
835,9
835,10
835,4
836,19
836,13
836,14
836,18
837,0
837,3
838,13
838,14
838,18
839,0
839,4
840,7
840,13
840,8
840,2
841,1
841,7
841,16
841,8
841,9
842,0
842,1
842,7
842,8
842,3
843,13
843,20
843,9
843,10
844,13
844,11
844,10
844,18
845,16
845,17
845,11
845,4
846,0
846,17
846,3
846,4
847,13
847,10
848,0
848,4
849,16
849,13
850,7
850,13
850,10
851,7
851,10
852,0
852,1
852,10
852,3
853,7
853,16
853,10
854,13
854,4
855,0
855,16
855,4
856,1
856,6
856,13
856,8
856,2
856,9
856,11
856,10
857,13
857,9
857,10
858,16
858,11
858,4
859,19
859,16
859,13
860,13
860,14
860,18
861,16
861,13
861,4
862,0
862,17
862,4
863,13
863,14
863,17
864,13
864,10
864,15
865,19
865,16
865,13
866,13
866,14
866,4
867,7
867,13
867,10
868,7
868,8
868,9
868,10
869,7
869,10
870,0
870,1
870,7
871,13
871,18
872,7
872,2
873,19
873,7
873,13
874,19
874,16
874,13
875,0
875,4
876,0
876,7
876,2
877,7
878,6
878,7
878,8
879,7
879,8
880,1
880,13
880,2
880,10
881,1
881,6
881,7
881,8
881,2
882,10
882,3
882,4
883,0
883,1
883,13
883,10
884,7
884,13
884,10
884,15
885,7
885,2
886,7
886,13
886,10
887,19
887,7
887,13
887,10
888,7
889,7
889,10
890,11
890,3
890,4
891,19
891,13
892,7
892,10
893,0
893,7
893,16
894,13
894,2
894,17
895,7
895,10
896,0
896,7
896,16
897,7
897,13
898,7
898,8
899,1
899,7
899,13
899,2
899,9
900,16
900,13
900,11
900,4
901,0
901,16
901,13
901,4
902,0
902,1
902,11
902,3
903,7
903,13
903,8
904,13
904,11
904,3
904,4
905,7
905,10
906,17
906,11
907,7
907,13
907,10
908,6
908,7
908,8
908,2
909,7
909,8
910,19
910,13
910,15
911,0
911,13
911,4
912,0
912,11
912,4
913,0
913,1
913,8
913,2
913,3
913,4
914,0
914,13
914,4
915,0
915,1
915,7
916,16
916,13
917,1
917,6
917,7
917,8
918,1
918,7
918,8
918,2
918,10
918,15
919,16
919,13
919,11
919,4
920,0
920,2
920,17
921,13
921,4
922,0
922,1
922,3
922,4
923,0
923,13
923,4
923,18
924,1
924,6
924,7
924,8
924,2
924,10
925,16
925,4
926,0
926,16
926,13
926,4
927,0
927,13
927,18
928,13
928,11
928,4
929,1
929,17
929,11
930,7
930,15
931,7
932,0
932,16
932,13
932,11
932,4
933,0
933,4
934,0
934,7
934,16
934,4
935,7
935,2
935,17
936,16
936,13
937,0
937,4
938,0
938,17
938,3
938,4
939,7
939,13
939,10
940,16
940,13
940,10
940,4
941,0
941,1
941,4
942,0
942,1
942,8
942,2
943,1
943,13
943,4
944,7
944,13
944,10
945,0
945,16
945,4
946,13
946,10
946,15
947,16
947,13
947,11
948,7
948,16
948,13
948,4
949,7
949,8
950,13
950,2
951,0
951,16
951,4
952,16
952,13
952,4
953,7
953,13
953,10
954,0
954,1
954,10
954,3
954,4
955,0
955,16
955,13
955,11
955,4
956,0
956,16
956,13
956,11
956,4
957,0
957,16
957,13
957,11
957,4
958,0
958,1
958,3
958,4
959,13
959,11
959,4
960,0
960,1
960,6
960,7
960,13
960,8
960,3
961,1
961,7
961,13
962,0
962,19
962,13
962,14
962,18
963,16
963,13
963,4
964,0
964,7
965,0
965,16
965,13
965,4
966,16
966,11
966,4
967,0
967,1
967,16
967,4
968,1
968,19
968,13
968,14
968,18
969,1
969,7
969,2
970,13
970,11
970,4
971,16
971,13
971,4
972,1
972,7
972,16
972,13
972,8
973,13
973,10
974,19
974,13
974,4
975,0
975,13
975,3
976,0
976,19
976,16
976,13
976,4
977,16
977,13
977,4
978,0
978,3
978,4
979,13
979,2
979,10
980,7
980,16
980,13
980,4
981,7
982,7
982,16
983,7
983,3
984,0
984,2
984,4
985,0
985,16
985,13
985,11
985,4
986,0
986,3
986,4
987,13
987,10
987,3
988,0
988,1
