movie_id,director_id
1545,1545
1546,1546
1547,1547
1548,22
1549,1549
1550,670
1551,1172
1552,160
1553,475
1554,1554
1555,1555
1556,405
1557,446
1558,405
1559,1559
1560,1560
1561,1561
1562,1295
1563,1563
1564,1068
1565,389
1566,1114
1567,1567
1568,979
1569,1229
1570,743
1571,405
1572,20
1573,583
1574,105
1575,1575
1576,1035
1577,506
1578,27
1579,1579
1580,1580
1581,152
1582,967
1583,11
1584,591
1585,1585
1586,1586
1587,383
1588,1588
1589,298
1590,743
1591,160
1592,1592
1593,1593
1594,1594
1595,160
1596,1596
1597,799
1598,1598
1599,1599
1600,1600
1601,1601
1602,1009
1603,1603
1604,940
1605,1605
1606,431
1607,1607
1608,1608
1609,1609
1610,1172
1611,1611
1612,1612
1613,1613
1614,1614
1615,506
1616,1616
1617,1617
1618,143
1619,713
1620,1620
1621,930
1622,1622
1623,1623
1624,1624
1625,1625
1626,662
1627,600
1628,871
1629,1629
1630,894
1631,986
1632,1632
1633,1633
1634,1634
1635,1422
1636,447
1637,1637
1638,160
1639,1022
1640,1060
1641,1641
1642,1642
1643,1643
1644,894
1645,1645
1646,1549
1647,1647
1648,1648
1649,1649
1650,1650
1651,1651
1652,272
1653,11
1654,1654
1655,1437
1656,1656
1657,1657
1658,1658
1659,1659
1660,1660
1661,1661
1662,213
1663,160
1664,1664
1665,908
1666,116
1667,565
1668,1106
1669,1669
1670,1670
1671,612
1672,1672
1673,1673
1674,253
1675,504
1676,46
1677,1677
1678,135
1679,1014
1680,862
1681,195
1682,1472
1683,267
1684,151
1685,1624
1686,417
1687,1687
1688,961
1689,213
1690,91
1691,1114
1692,256
1693,277
1694,325
1695,1422
1696,699
1697,1331
1698,89
1699,728
1700,984
1701,1701
1702,743
1703,20
1704,587
1705,37
1706,1706
1707,1707
1708,464
1709,733
1710,300
1711,707
1712,1384
1713,958
1714,969
1715,1100
1716,61
1717,1717
1718,1718
1719,1719
1720,1720
1721,1114
1722,529
1723,1168
1724,1251
1725,1725
1726,1726
1727,110
1728,160
1729,1729
1730,1730
1731,60
1732,919
1733,934
1734,1734
1735,1735
1736,22
1737,1304
1738,1738
1739,52
1740,92
1741,147
1742,1742
1743,160
1744,1744
1745,1745
1746,1254
1747,1747
1748,1748
1749,862
1750,1750
1751,1432
1752,197
1753,316
1754,511
1755,1291
1756,117
1757,532
1758,313
1759,529
1760,788
1761,1761
1762,431
1763,969
1764,513
1765,459
1766,197
1767,160
1768,1670
1769,1146
1770,1059
1771,737
1772,748
1773,31
1774,266
1775,560
1776,612
1777,1777
1778,544
1779,1779
1780,914
1781,733
1782,1782
1783,1783
1784,1784
1785,1559
1786,719
1787,1787
1788,386
1789,1789
1790,533
1791,184
1792,511
1793,623
1794,100
1795,875
1796,1796
1797,351
1798,46
1799,1603
1800,170
1801,239
1802,1802
1803,1432
1804,1804
1805,1061
1806,73
1807,1807
1808,348
1809,1313
1810,202
1811,1811
1812,1422
1813,1813
1814,913
1815,431
1816,1083
1817,574
1818,986
1819,1331
1820,1820
1821,11
1822,1822
1823,1823
1824,1824
1825,267
1826,61
1827,758
1828,1312
1829,348
1830,878
1831,1831
1832,652
1833,29
1834,1306
1835,1835
1836,1836
1837,1251
1838,1144
1839,1839
1840,1840
1841,1841
1842,600
1843,174
1844,1244
1845,1845
1846,1846
1847,574
1848,1214
1849,913
1850,1850
1851,1851
1852,1852
1853,1853
1854,836
1855,1432
1856,1856
1857,1857
1858,969
1859,1859
1860,536
1861,1072
1862,583
1863,1863
1864,1864
1865,1865
1866,900
1867,1867
1868,160
1869,1422
1870,1870
1871,1871
1872,1872
1873,1306
1874,1874
1875,1875
1876,1107
1877,1877
1878,1878
1879,1879
1880,1880
1881,1881
1882,1882
1883,1381
1884,1884
1885,901
1886,1886
1887,1059
1888,823
1889,431
1890,1890
1891,160
1892,694
1893,1115
1894,1894
1895,958
1896,1896
1897,1624
1898,894
1899,838
1900,1900
1901,1901
1902,1902
1903,1903
1904,755
1905,1422
1906,1906
1907,1907
1908,1908
1909,1909
1910,1520
1911,225
1912,1059
1913,1913
1914,1914
1915,1789
1916,765
1917,648
1918,1918
1919,15
1920,1920
1921,1745
1922,1922
1923,1923
1924,1924
1925,1852
1926,640
1927,1927
1928,1928
1929,20
1930,1930
1931,1931
1932,1932
1933,1933
1934,760
1935,1935
1936,398
1937,1937
1938,1146
1939,1624
1940,202
1941,1284
1942,401
1943,447
1944,1466
1945,1945
1946,1317
1947,1947
1948,1948
1949,1949
1950,213
1951,507
1952,667
1953,1953
1954,705
1955,517
1956,1956
1957,1391
1958,1958
1959,1645
1960,1960
1961,1961
1962,1453
1963,1452
1964,728
1965,391
1966,1325
1967,31
1968,1026
1969,986
1970,565
1971,210
1972,1972
1973,275
1974,1974
1975,768
1976,1976
1977,805
1978,1978
1979,1979
1980,231
1981,1981
1982,1982
1983,1983
1984,894
1985,1072
1986,1612
1987,1987
1988,1014
1989,160
1990,1990
1991,1932
1992,588
1993,1993
1994,1994
1995,512
1996,583
1997,726
1998,1343
1999,913
2000,623
2001,1381
2002,1670
2003,1422
2004,1231
2005,2005
2006,2006
2007,246
2008,588
2009,231
2010,1670
2011,2011
2012,1447
2013,2013
2014,1400
2015,336
2016,131
2017,900
2018,1317
2019,31
2020,2020
2021,1313
2022,2022
2023,919
2024,2024
2025,719
2026,2026
2027,2027
2028,2028
2029,1395
2030,1720
2031,2031
2032,281
2033,2033
2034,2034
2035,1730
2036,2036
2037,827
2038,2038
2039,1651
2040,859
2041,196
2042,389
2043,1112
2044,2044
2045,1559
2046,623
2047,2047
2048,2048
2049,705
2050,719
2051,979
2052,1822
2053,159
2054,1718
2055,2055
2056,160
2057,2
2058,2058
2059,286
2060,2060
2061,2061
2062,1750
2063,2063
2064,966
2065,46
2066,184
2067,46
2068,2068
2069,265
2070,417
2071,436
2072,2072
2073,2073
2074,2074
2075,239
2076,38
2077,707
2078,1669
2079,422
2080,1745
2081,364
2082,2013
2083,660
2084,1545
2085,384
2086,1119
2087,2087
2088,1611
2089,1822
2090,105
2091,2091
2092,1822
2093,2093
2094,2094
2095,2095
2096,2096
2097,1237
2098,2098
2099,2099
2100,912
2101,1467
2102,160
2103,1586
2104,635
2105,2105
2106,1947
2107,2107
2108,1354
2109,908
2110,511
2111,2111
2112,2112
2113,2113
2114,1586
2115,162
2116,109
2117,2117
2118,2047
2119,1482
2120,388
2121,1251
2122,2122
2123,1095
2124,67
2125,2125
2126,2126
2127,2127
2128,2128
2129,788
2130,1014
2131,2131
2132,1882
2133,225
2134,236
2135,913
2136,64
2137,387
2138,2138
2139,2139
2140,2140
2141,2141
2142,2142
2143,1072
2144,2144
2145,316
2146,2146
2147,862
2148,1095
2149,2149
2150,2150
2151,958
2152,160
2153,2153
2154,930
2155,2155
2156,544
2157,2157
2158,150
2159,204
2160,2160
2161,1069
2162,401
2163,2163
2164,862
2165,2165
2166,1750
2167,2167
2168,160
2169,2169
2170,11
2171,162
2172,2172
2173,1115
2174,2174
2175,2175
2176,2176
2177,2177
2178,2178
2179,1586
2180,1183
2181,388
2182,2182
2183,2183
2184,511
2185,787
2186,1559
2187,2187
2188,174
2189,1
2190,756
2191,764
2192,316
2193,73
2194,2194
2195,236
2196,1014
2197,1907
2198,1559
2199,2199
2200,1863
2201,894
2202,1559
2203,298
2204,38
2205,1312
2206,2206
2207,425
2208,425
2209,617
2210,385
2211,1306
2212,2212
2213,2213
2214,160
2215,1026
2216,862
2217,2217
2218,1840
2219,2219
2220,2220
2221,966
2222,1745
2223,97
2224,765
2225,1735
2226,2226
2227,2227
2228,2228
2229,2229
2230,2230
2231,2231
2232,1547
2233,2233
2234,1452
2235,1440
2236,2236
2237,1907
2238,2238
2239,1903
2240,1613
2241,229
2242,1706
2243,2243
2244,1166
2245,2245
2246,2246
2247,2247
2248,67
2249,2167
2250,1257
2251,1363
2252,2252
2253,160
2254,2254
2255,596
2256,2256
2257,659
2258,2258
2259,2259
2260,2260
2261,2261
2262,2262
2263,914
2264,2264
2265,2038
2266,2024
2267,459
2268,1204
2269,858
2270,2270
2271,1146
2272,2125
2273,630
2274,53
2275,1248
2276,1822
2277,2277
2278,666
2279,109
2280,135
2281,160
2282,2282
2283,153
2284,1452
2285,2285
2286,225
2287,2287
2288,784
2289,2289
2290,2290
2291,2291
2292,2292
2293,2293
2294,2294
2295,2295
2296,2296
2297,275
2298,2298
2299,1079
2300,447
2301,2301
2302,1172
2303,268
2304,1011
2305,629
2306,507
2307,1935
2308,1607
2309,76
2310,2141
2311,1354
2312,2312
2313,300
2314,1312
2315,131
2316,195
2317,873
2318,2128
2319,313
2320,2320
2321,2294
2322,160
2323,849
2324,162
2325,1559
2326,166
2327,1841
2328,143
2329,2329
2330,2330
2331,500
2332,2332
2333,1856
2334,61
2335,2335
2336,511
2337,2337
2338,943
2339,1559
2340,2340
2341,2005
2342,2342
2343,1231
2344,943
2345,184
2346,1701
2347,2347
2348,2348
2349,348
2350,2350
2351,151
2352,662
2353,2353
2354,2354
2355,921
2356,2356
2357,1796
2358,105
2359,1544
2360,308
2361,194
2362,2362
2363,1133
2364,2364
2365,1559
2366,2366
2367,160
2368,2368
2369,2369
2370,2370
2371,422
2372,1183
2373,2373
2374,160
2375,2375
2376,2376
2377,268
2378,2378
2379,2379
2380,1856
2381,2381
2382,1199
2383,1822
2384,2384
2385,152
2386,2386
2387,2387
2388,2388
2389,2389
2390,2390
2391,2391
2392,596
2393,0
2394,2394
2395,845
2396,1381
2397,1545
2398,870
2399,296
2400,2400
2401,1251
2402,1823
2403,2403
2404,645
2405,214
2406,2406
2407,2292
2408,1391
2409,799
2410,1620
2411,2411
2412,2412
2413,2413
2414,1364
2415,27
2416,2416
2417,2417
2418,2418
2419,506
2420,2420
2421,2421
2422,733
2423,266
2424,2424
2425,2425
2426,2426
2427,2427
2428,2428
2429,2429
2430,197
2431,2431
2432,1880
2433,2433
2434,2434
2435,2435
2436,2436
2437,2437
2438,376
2439,100
2440,151
2441,2441
2442,2442
2443,2443
2444,157
2445,2445
2446,662
2447,1953
2448,401
2449,705
2450,2450
2451,961
2452,120
2453,2453
2454,2454
2455,44
2456,160
2457,879
2458,475
2459,2459
2460,1244
2461,2461
2462,387
2463,2463
2464,1559
2465,2465
2466,2466
2467,2467
2468,2468
2469,837
2470,2470
2471,1559
2472,2472
2473,2473
2474,2474
2475,1903
2476,436
2477,2477
2478,2478
2479,2479
2480,2480
2481,1559
2482,2482
2483,1053
2484,2484
2485,2485
2486,1706
2487,2487
2488,2488
2489,2489
2490,2490
2491,2491
2492,2175
2493,1422
2494,2494
2495,2495
2496,2496
2497,160
2498,1918
2499,2499
2500,2500
2501,2501
2502,84
2503,383
2504,184
2505,1935
2506,342
2507,265
2508,151
2509,2
2510,618
2511,431
2512,160
2513,2513
2514,46
2515,2515
2516,2516
2517,2436
2518,97
2519,343
2520,2520
2521,729
2522,2073
2523,1014
2524,105
2525,1822
2526,2526
2527,2527
2528,272
2529,1093
2530,511
2531,2531
2532,2532
2533,862
2534,1091
2535,213
2536,2536
2537,64
2538,554
2539,63
2540,2540
2541,879
2542,2542
2543,1725
2544,1424
2545,2474
2546,2546
2547,159
2548,662
2549,2549
2550,2550
2551,2551
2552,2340
2553,2553
2554,1041
2555,805
2556,2556
2557,982
2558,2558
2559,2559
2560,2138
2561,1559
2562,2562
2563,2487
2564,1306
2565,2416
2566,2566
2567,2567
2568,2568
2569,697
2570,2570
2571,2571
2572,2155
2573,2573
2574,2574
2575,225
2576,2576
2577,353
2578,2578
2579,1649
2580,2112
2581,2581
2582,2582
2583,2583
2584,2584
2585,2585
2586,2586
2587,2587
2588,2588
2589,2589
2590,2590
2591,1231
2592,1559
2593,2593
2594,2594
2595,142
2596,2596
2597,447
2598,2330
2599,160
2600,737
2601,2601
2602,517
2603,1804
2604,2604
2605,2605
2606,1084
2607,2607
2608,2608
2609,2609
2610,2610
2611,2611
2612,1095
2613,1559
2614,2614
2615,2495
2616,2616
2617,28
2618,2618
2619,1062
2620,2620
2621,1559
2622,2622
2623,160
2624,2624
2625,2625
2626,2626
2627,2368
2628,2628
2629,1918
2630,2630
2631,875
2632,919
2633,2633
2634,2373
2635,2635
2636,2636
2637,1470
2638,1053
2639,2639
2640,2640
2641,2641
2642,2642
2643,2643
2644,2644
2645,2645
2646,2646
2647,2647
2648,2648
2649,2649
2650,2650
2651,729
2652,2652
2653,178
2654,2654
2655,2655
2656,623
2657,2657
2658,943
2659,921
2660,544
2661,2661
2662,2662
2663,2663
2664,100
2665,91
2666,984
2667,2667
2668,2668
2669,1870
2670,1510
2671,160
2672,2672
2673,1014
2674,1822
2675,2675
2676,2676
2677,868
2678,2582
2679,475
2680,791
2681,1146
2682,2348
2683,2350
2684,1026
2685,210
2686,2686
2687,2687
2688,2688
2689,2689
2690,61
2691,900
2692,1336
2693,2693
2694,109
2695,2695
2696,313
2697,2697
2698,2698
2699,2699
2700,2700
2701,1972
2702,174
2703,2703
2704,2487
2705,2576
2706,2706
2707,2219
2708,2708
2709,971
2710,2710
2711,376
2712,2712
2713,2713
2714,662
2715,151
2716,120
2717,2175
2718,2230
2719,1326
2720,1738
2721,2608
2722,2389
2723,160
2724,477
2725,596
2726,2226
2727,511
2728,1497
2729,152
2730,175
2731,2731
2732,849
2733,1041
2734,316
2735,1894
2736,2736
2737,2737
2738,2738
2739,1326
2740,1383
2741,2741
2742,2742
2743,912
2744,2744
2745,2174
2746,2746
2747,2206
2748,2748
2749,2749
2750,2750
2751,2751
2752,536
2753,2753
2754,275
2755,2755
2756,226
2757,967
2758,623
2759,2759
2760,2760
2761,2761
2762,2762
2763,2763
2764,2138
2765,1642
2766,2766
2767,2767
2768,2768
2769,2769
2770,2466
2771,2771
2772,755
2773,266
2774,2774
2775,1918
2776,2776
2777,970
2778,1953
2779,2779
2780,2780
2781,1956
2782,787
